101
 0.00000   6.00000
 0.100000  6.00750
 0.200000  6.03000
 0.300000  6.06750
 0.400000  6.12000
 0.500000  6.18750
 0.600000  6.27000
 0.700000  6.36750
 0.800000  6.48000
 0.900000  6.60750
  1.00000  6.75000
  1.10000  6.90750
  1.20000  7.08000
  1.30000  7.26750
  1.40000  7.47000
  1.50000  7.68750
  1.60000  7.92000
  1.70000  8.16750
  1.80000  8.43000
  1.90000  8.70750
  2.00000  9.00000
  2.10000  9.30750
  2.20000  9.63000
  2.30000  9.96750
  2.40000  10.3200
  2.50000  10.6875
  2.60000  11.0700
  2.70000  11.4675
  2.80000  11.8800
  2.90000  12.3075
  3.00000  12.7500
  3.10000  13.2075
  3.20000  13.6800
  3.30000  14.1675
  3.40000  14.6700
  3.50000  15.1875
  3.60000  15.7200
  3.70000  16.2675
  3.80000  16.8300
  3.90000  17.4075
  4.00000  18.0000
  4.10000  18.6075
  4.20000  19.2300
  4.30000  19.8675
  4.40000  20.5200
  4.50000  21.1875
  4.60000  21.8700
  4.70000  22.5675
  4.80000  23.2800
  4.90000  24.0075
  5.00000  24.7500
  5.10000  25.5075
  5.20000  26.2800
  5.30000  27.0675
  5.40000  27.8700
  5.50000  28.6875
  5.60000  29.5200
  5.70000  30.3675
  5.80000  31.2300
  5.90000  32.1075
  6.00000  33.0000
  6.10000  33.9075
  6.20000  34.8300
  6.30000  35.7675
  6.40000  36.7200
  6.50000  37.6875
  6.60000  38.6700
  6.70000  39.6675
  6.80000  40.6800
  6.90000  41.7075
  7.00000  42.7500
  7.10000  43.8075
  7.20000  44.8800
  7.30000  45.9675
  7.40000  47.0700
  7.50000  48.1875
  7.60000  49.3200
  7.70000  50.4675
  7.80000  51.6300
  7.90000  52.8075
  8.00000  54.0000
  8.10000  55.2075
  8.20000  56.4300
  8.30000  57.6675
  8.40000  58.9200
  8.50000  60.1875
  8.60000  61.4700
  8.70000  62.7675
  8.80000  64.0800
  8.90000  65.4075
  9.00000  66.7500
  9.10000  68.1075
  9.20000  69.4800
  9.30000  70.8675
  9.40000  72.2700
  9.50000  73.6875
  9.60000  75.1200
  9.70000  76.5675
  9.80000  78.0300
  9.90000  79.5075
  10.0000  81.0000
